4.268728488224802, 5.171530207839739, 3.050891721986922, 2.2330844502575724
7.458223230751884, 3.1899636312251607, 3.7828249455869933, 3.406437046125931
8.380718786838688, 3.122447132325577, 4.278298325557021, 4.120894069927996
7.363307600364305, 1.602099074111914, 2.8624084753764247, 4.3617164983280405
6.754225931061302, 3.215203883524656, 2.2331987942612264, 3.4653521191754324
4.898982129577476, 4.943080064681565, 2.344233151165435, 2.0214897052659095
3.539830188568107, 5.133094947125851, 1.258081575149736, 1.6620074710776267
2.724277153385566, 7.292654423698152, 1.34338333254607, 0.6543412900621264
1.3345496246630089, 7.204967947813275, 1.475775187301144, 0.7401813303421383
2.2933391961665928, 4.736750470652054, 1.2916244827637016, 1.0103357613097712
